n,family,sample_id,seed,gamma,beta,log_H,penalty_neutral,penalty_geometric_full,penalty_effective,scan_name,weight_name,weight_value,score,geo_width_height,geo_dim_proxy_penalty,geo_dim_eff,geo_dim_consistency,geo_dim_consistency_global_d_eff,geo_dim_consistency_local_mean_d_eff,geo_dim_consistency_local_var_d_eff,geo_dim_consistency_local_count,geo_dim_multi_consistency,geo_dim_multi_consistency_var,geo_d_order,geo_d_chain,geo_d_width,geo_comparability_window,geo_cover_density,geo_interval_profile,geo_interval_shape,geo_layer_smoothness,geo_total
20,KR_like,0,20000,0.0,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-27.36602426803175,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.2,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-26.47824867144814,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.4,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-25.590473074864526,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.8,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-23.814921881697302,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,1.2,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-22.039370688530077,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,1.6,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-20.263819495362853,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,2.0,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,4.438877982918061,geo_dim_proxy_penalty=0,geo_dim_proxy_penalty,0.0,-18.488268302195628,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.0,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,7.170973791893129,geo_dim_proxy_penalty=4,geo_dim_proxy_penalty,4.0,-27.36602426803175,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.2,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,7.170973791893129,geo_dim_proxy_penalty=4,geo_dim_proxy_penalty,4.0,-25.931829509653124,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
20,KR_like,0,20000,0.4,1.0,27.36602426803175,0.06910486111111111,9.833964739757086,7.170973791893129,geo_dim_proxy_penalty=4,geo_dim_proxy_penalty,4.0,-24.4976347512745,1.206948960812582,0.6830239522437669,2.826452631578947,4.7477854870166105,2.826452631578947,5.005394,0.0,2.0,4.960698506796256,0.2129130197796456,2.826452631578947,2.7268330278608417,3.7516636192032218,0.0,0.0017728531855955671,0.05651132812499995,0.32110000000000005,0.03125000000000001,9.833964739757086
